 Defined Configuration:----------------------
Number of components: 3 
Equation of State:    CPA 
Mixing Rule:          VdW1f 
Components:           nC20, CH4, CO2(4C) 
Feed Composition:     [0.2, 0.3, 0.5] 
Association Rule:     4C, 4C, 4C 
Combining Rule:       CR-1 
============================================
Phase 1;Phase 2;T(K);P(MPa)
0.970971554;0.2;632.789761954;0.788928322
0.970387611;0.2;633.636928028;0.803349784
0.969791896;0.2;634.484894711;0.818021989
0.969184173;0.2;635.333619136;0.832948797
0.968564198;0.2;636.183075359;0.848134689
0.967931724;0.2;637.03325743;0.863583837
0.967286499;0.2;637.884150925;0.879300284
0.966628265;0.2;638.73570871;0.895288193
0.96595676;0.2;639.587894928;0.911553085
0.965271715;0.2;640.44070285;0.928098381
0.964572856;0.2;641.294109313;0.944929755
0.963859905;0.2;642.148085144;0.962051242
0.963132577;0.2;643.00258579;0.979469126
0.962390582;0.2;643.857602165;0.997186742
0.961633621;0.2;644.713284998;1.015193715
0.960861397;0.2;645.56912918;1.033535942
0.960073596;0.2;646.425536841;1.052181694
0.959269907;0.2;647.282344306;1.071147604
0.958450008;0.2;648.139523184;1.090438898
0.957613571;0.2;648.997043696;1.110060931
0.956760262;0.2;649.854875134;1.130019169
0.95588974;0.2;650.712986755;1.150319159
0.955001658;0.2;651.57134696;1.170966548
0.954095661;0.2;652.429923763;1.191967085
0.953171387;0.2;653.288684804;1.213326606
0.952228466;0.2;654.147596875;1.235051066
0.951266522;0.2;655.006626592;1.25714651
0.950285171;0.2;655.865739617;1.279619105
0.949284021;0.2;656.724901421;1.30247511
0.948262671;0.2;657.584076613;1.325720911
0.947220713;0.2;658.443229507;1.349363005
0.946157732;0.2;659.302323398;1.373408
0.945073302;0.2;660.16132151;1.397862637
0.943966991;0.2;661.020185996;1.422733772
0.942838356;0.2;661.878878535;1.448028389
0.941686947;0.2;662.737360273;1.473753604
0.940512303;0.2;663.595591559;1.499916666
0.939313955;0.2;664.453532094;1.526524963
0.938091424;0.2;665.311140978;1.553586014
0.936844222;0.2;666.168376581;1.581107492
0.935571852;0.2;667.02519644;1.609097218
0.934273803;0.2;667.881557428;1.637563162
0.932949559;0.2;668.737415727;1.666513448
0.93159859;0.2;669.592726684;1.695956373
0.930220356;0.2;670.44744492;1.725900376
0.928814308;0.2;671.301524177;1.756354093
0.927379883;0.2;672.154917446;1.787326315
0.925916509;0.2;673.007576736;1.818826023
