 Defined Configuration:----------------------
Number of components: 3 
Equation of State:    SRK 
Mixing Rule:          VdW1f 
Components:           nC20, CH4, CO2(4C) 
Feed Composition:     [0.2, 0.3, 0.5] 
Association Rule:     4C, 4C, 4C 
Combining Rule:       CR-1 
============================================
Phase 1;Phase 2;T(K);P(MPa)
0.267780424;0.2;705.347890725;12.563583082
0.264821554;0.2;704.950401402;12.650496051
0.261895379;0.2;704.547457831;12.737323378
0.259001537;0.2;704.139102159;12.824064846
0.256139671;0.2;703.725375648;12.910720153
0.253309427;0.2;703.306318451;12.997288959
0.250510457;0.2;702.881969842;13.083770853
0.247742414;0.2;702.452368307;13.170165347
0.245004956;0.2;702.017551313;13.256471922
0.242297747;0.2;701.577555615;13.342689977
0.239620451;0.2;701.132416984;13.428818891
0.236972739;0.2;700.682170708;13.514857937
0.234354282;0.2;700.226850752;13.60080643
0.232624738;0.2;699.919037367;13.657874446
0.230907958;0.2;699.610463726;13.715082525
0.229203848;0.2;699.299672791;13.772248948
0.227512315;0.2;698.986671353;13.82937388
0.225833265;0.2;698.671468736;13.886457057
0.224166606;0.2;698.354074546;13.943498135
0.222512247;0.2;698.034497082;14.000496959
0.220870098;0.2;697.712746456;14.057453045
0.219240068;0.2;697.388830738;14.114366216
0.217085392;0.2;696.954510229;14.190285842
0.215660718;0.2;696.66109902;14.240651322
0.213775687;0.2;696.26948166;14.308014531
0.212528162;0.2;696.005381891;14.352726921
0.210876113;0.2;695.652938937;14.4125061
0.20869334;0.2;695.179609374;14.492162632
0.207250725;0.2;694.859859434;14.544991589
0.180403688;0.2;688.499512767;15.643557417
0.179073798;0.2;687.734180681;15.650971426
0.177753711;0.2;687.352811749;15.706420506
0.176443355;0.2;686.96952405;15.761810708
0.17514266;0.2;686.584313086;15.817143273
0.173851552;0.2;686.197186869;15.872417403
0.172569963;0.2;685.808152098;15.927632499
0.17129782;0.2;685.417215473;15.982787943
0.170035056;0.2;685.024384319;16.03788301
0.168781601;0.2;684.629665404;16.092917048
0.167537385;0.2;684.23306543;16.147889404
0.166302342;0.2;683.834591296;16.20279938
0.165076403;0.2;683.434249693;16.257646301
